#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:0072594	0.473	1	0.37937	1	1	137	149	establishment of protein localization to organelle	fbgn0034205
GO:0040013	0.419	1	0.37956	1	1	11	11	negative regulation of locomotion	fbgn0034540
GO:0032947	0.456	1	0.3807	1	1	25	25	protein complex scaffold	fbgn0024187
GO:0042278	0.495	1	0.38121	1	1	109	115	purine nucleoside metabolic process	fbgn0014391
GO:0001134	0.445	1	0.38243	1	1	11	11	"transcription factor activity, transcription factor recruiting"	fbgn0002914
GO:0031122	0.459	1	0.38359	1	1	32	33	cytoplasmic microtubule organization	fbgn0263197
GO:1901566	3.14	4	0.38441	1	4	489	884	organonitrogen compound biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0030662,fbgn0014391"
GO:0014070	1.317	2	0.38528	1	2	60	72	response to organic cyclic compound	"fbgn0024150,fbgn0263667"
GO:0043242	0.458	1	0.38574	1	1	14	14	negative regulation of protein complex disassembly	fbgn0263197
GO:1901880	0.458	1	0.38574	1	1	14	14	negative regulation of protein depolymerization	fbgn0263197
GO:0090287	1.319	2	0.38604	1	2	48	50	regulation of cellular response to growth factor stimulus	"fbgn0003463,fbgn0029006"
GO:0044822	4.078	5	0.38627	1	5	221	240	poly(A) RNA binding	"fbgn0028382,fbgn0015903,fbgn0267791,fbgn0034237,fbgn0003435"
GO:0045176	0.471	1	0.38649	1	1	18	18	apical protein localization	fbgn0001105
GO:0006261	0.47	1	0.38902	1	1	41	44	DNA-dependent DNA replication	fbgn0016694
GO:0007623	2.235	3	0.38918	1	3	106	111	circadian rhythm	"fbgn0023076,fbgn0028622,fbgn0016694"
GO:0007162	0.463	1	0.38926	1	1	12	16	negative regulation of cell adhesion	fbgn0260934
GO:0009119	0.506	1	0.39154	1	1	114	120	ribonucleoside metabolic process	fbgn0014391
GO:0061640	0.492	1	0.39166	1	1	91	100	cytoskeleton-dependent cytokinesis	fbgn0002914
GO:0060180	1.33	2	0.39283	1	2	37	43	female mating behavior	"fbgn0265487,fbgn0004795"
GO:0008343	0.468	1	0.3931	1	1	13	13	adult feeding behavior	fbgn0003435
GO:0046330	0.48	1	0.39472	1	1	21	23	positive regulation of JNK cascade	fbgn0024187
GO:0043025	2.265	3	0.39793	1	3	119	124	neuronal cell body	"fbgn0016701,fbgn0262579,fbgn0266098"
GO:0030111	2.273	3	0.3992	1	3	85	90	regulation of Wnt signaling pathway	"fbgn0011817,fbgn0030706,fbgn0260934"
GO:0030203	0.487	1	0.39946	1	1	25	30	glycosaminoglycan metabolic process	fbgn0030662
GO:0045936	1.366	2	0.4014	1	2	86	87	negative regulation of phosphate metabolic process	"fbgn0260934,fbgn0003392"
GO:0010563	1.366	2	0.4014	1	2	86	87	negative regulation of phosphorus metabolic process	"fbgn0260934,fbgn0003392"
GO:0070304	0.491	1	0.40196	1	1	23	25	positive regulation of stress-activated protein kinase signaling cascade	fbgn0024187
GO:0032874	0.491	1	0.40196	1	1	23	25	positive regulation of stress-activated MAPK cascade	fbgn0024187
GO:0004952	0.496	1	0.40229	1	1	8	8	dopamine neurotransmitter receptor activity	fbgn0011582
GO:0060446	1.369	2	0.40377	1	2	44	86	branching involved in open tracheal system development	"fbgn0015903,fbgn0020299"
GO:0061138	1.37	2	0.40407	1	2	45	88	morphogenesis of a branching epithelium	"fbgn0015903,fbgn0020299"
GO:0048754	1.37	2	0.40407	1	2	45	88	branching morphogenesis of an epithelial tube	"fbgn0015903,fbgn0020299"
GO:0032553	9.933	11	0.40476	1	11	764	808	ribonucleotide binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0034251,fbgn0003392"
GO:0008134	3.231	4	0.40747	1	4	149	157	transcription factor binding	"fbgn0003345,fbgn0023076,fbgn0004795,fbgn0267791"
GO:1901214	0.513	1	0.40889	1	1	42	44	regulation of neuron death	fbgn0262579
GO:1902582	4.203	5	0.41149	1	5	571	601	single-organism intracellular transport	"fbgn0053180,fbgn0024187,fbgn0034202,fbgn0034205,fbgn0034452"
GO:0048732	1.391	2	0.41164	1	2	45	51	gland development	"fbgn0004795,fbgn0003463"
GO:0044430	4.204	5	0.41192	1	5	353	380	cytoskeletal part	"fbgn0034566,fbgn0263197,fbgn0038205,fbgn0034530,fbgn0003392"
GO:1901879	0.505	1	0.41419	1	1	20	20	regulation of protein depolymerization	fbgn0263197
GO:0043244	0.507	1	0.41501	1	1	22	23	regulation of protein complex disassembly	fbgn0263197
GO:0008157	0.52	1	0.41612	1	1	26	26	protein phosphatase 1 binding	fbgn0003862
GO:0048511	2.333	3	0.41624	1	3	108	113	rhythmic process	"fbgn0023076,fbgn0028622,fbgn0016694"
GO:0032434	0.522	1	0.41746	1	1	50	51	regulation of proteasomal ubiquitin-dependent protein catabolic process	fbgn0052369
GO:0045451	0.523	1	0.41753	1	1	32	49	pole plasm oskar mRNA localization	fbgn0260934
GO:1990778	0.526	1	0.41771	1	1	48	49	protein localization to cell periphery	fbgn0003392
GO:1903046	1.414	2	0.41834	1	2	198	326	meiotic cell cycle process	"fbgn0011761,fbgn0263391"
GO:0061136	0.524	1	0.41847	1	1	51	52	regulation of proteasomal protein catabolic process	fbgn0052369
GO:0009649	0.525	1	0.41859	1	1	20	20	entrainment of circadian clock	fbgn0023076
GO:0016706	0.528	1	0.41902	1	1	38	38	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"	fbgn0065035
GO:0061695	0.537	1	0.42152	1	1	93	97	"transferase complex, transferring phosphorus-containing groups"	fbgn0030687
GO:0032506	0.525	1	0.42216	1	1	40	45	cytokinetic process	fbgn0003392
GO:0007482	0.522	1	0.42341	1	1	11	11	haltere development	fbgn0003862
GO:0031110	0.523	1	0.42356	1	1	22	22	regulation of microtubule polymerization or depolymerization	fbgn0263197
GO:0019094	0.534	1	0.42381	1	1	38	55	pole plasm mRNA localization	fbgn0260934
GO:0006260	0.528	1	0.42391	1	1	63	68	DNA replication	fbgn0016694
GO:0015931	0.552	1	0.42533	1	1	108	115	nucleobase-containing compound transport	fbgn0030674
GO:0009948	1.432	2	0.42572	1	2	67	88	anterior/posterior axis specification	"fbgn0003463,fbgn0260934"
GO:0022892	9.116	10	0.4278	1	10	651	691	substrate-specific transporter activity	"fbgn0053180,fbgn0034205,fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0038223"
GO:0007316	0.542	1	0.42826	1	1	39	56	pole plasm RNA localization	fbgn0260934
GO:0032403	4.288	5	0.42929	1	5	240	274	protein complex binding	"fbgn0003463,fbgn0263197,fbgn0038205,fbgn0038223,fbgn0003392"
GO:0048172	0.486	1	0.43035	1	1	7	7	regulation of short-term neuronal synaptic plasticity	fbgn0003392
GO:0007314	0.548	1	0.43069	1	1	25	27	oocyte anterior/posterior axis specification	fbgn0260934
GO:0006605	0.554	1	0.43137	1	1	93	98	protein targeting	fbgn0034202
GO:0007271	0.517	1	0.43172	1	1	10	11	"synaptic transmission, cholinergic"	fbgn0037546
GO:0000003	1.448	2	0.43229	1	2	256	272	reproduction	"fbgn0034474,fbgn0034512"
GO:0007212	0.552	1	0.4345	1	1	14	14	dopamine receptor signaling pathway	fbgn0011582
GO:1903050	0.552	1	0.43454	1	1	57	58	regulation of proteolysis involved in cellular protein catabolic process	fbgn0052369
GO:1903362	0.554	1	0.43522	1	1	58	59	regulation of cellular protein catabolic process	fbgn0052369
GO:0030707	2.393	3	0.43535	1	3	88	91	ovarian follicle cell development	"fbgn0260934,fbgn0034237,fbgn0003392"
GO:0002066	2.393	3	0.43535	1	3	88	92	columnar/cuboidal epithelial cell development	"fbgn0260934,fbgn0034237,fbgn0003392"
GO:0030522	0.539	1	0.43672	1	1	20	21	intracellular receptor signaling pathway	fbgn0263667
GO:0043565	8.195	9	0.43678	1	9	384	408	sequence-specific DNA binding	"fbgn0039683,fbgn0015903,fbgn0003345,fbgn0003862,fbgn0004795,fbgn0024321,fbgn0002914,fbgn0016694,fbgn0015524"
GO:0051213	0.561	1	0.43761	1	1	47	47	dioxygenase activity	fbgn0065035
GO:0006023	0.55	1	0.43766	1	1	23	25	aminoglycan biosynthetic process	fbgn0030662
GO:0007509	0.552	1	0.43767	1	1	12	12	mesoderm migration involved in gastrulation	fbgn0020299
GO:0045862	0.56	1	0.44031	1	1	58	62	positive regulation of proteolysis	fbgn0052369
GO:0043412	12.143	13	0.44042	1	13	1151	1217	macromolecule modification	"fbgn0028382,fbgn0034202,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0260934,fbgn0034231,fbgn0034521,fbgn0263667,fbgn0065035,fbgn0052369,fbgn0029006"
GO:0090130	0.557	1	0.44058	1	1	13	13	tissue migration	fbgn0020299
GO:0005214	0.575	1	0.44106	1	1	123	135	structural constituent of chitin-based cuticle	fbgn0034517
GO:0000226	3.381	4	0.4416	1	4	247	265	microtubule cytoskeleton organization	"fbgn0263197,fbgn0002914,fbgn0260934,fbgn0263391"
GO:0042074	0.56	1	0.44218	1	1	14	14	cell migration involved in gastrulation	fbgn0020299
GO:0007186	5.321	6	0.44317	1	6	198	204	G-protein coupled receptor signaling pathway	"fbgn0001105,fbgn0037546,fbgn0024150,fbgn0264339,fbgn0011582,fbgn0028956"
GO:0072089	0.567	1	0.44346	1	1	26	29	stem cell proliferation	fbgn0003345
GO:0007291	0.572	1	0.4446	1	1	48	52	sperm individualization	fbgn0003392
GO:0001763	1.486	2	0.44522	1	2	48	91	morphogenesis of a branching structure	"fbgn0015903,fbgn0020299"
GO:0090100	0.548	1	0.44554	1	1	17	20	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	fbgn0003463
GO:0031400	1.492	2	0.44605	1	2	115	117	negative regulation of protein modification process	"fbgn0260934,fbgn0003392"
GO:1901135	4.374	5	0.44627	1	5	501	530	carbohydrate derivative metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0030662,fbgn0014391"
GO:0070405	0.568	1	0.44686	1	1	11	11	ammonium ion binding	fbgn0011582
GO:0019903	0.573	1	0.44701	1	1	30	31	protein phosphatase binding	fbgn0003862
GO:0045475	1.497	2	0.44801	1	2	63	65	locomotor rhythm	"fbgn0023076,fbgn0028622"
GO:0030838	0.57	1	0.44878	1	1	28	29	positive regulation of actin filament polymerization	fbgn0003392
GO:0034332	1.489	2	0.44903	1	2	41	42	adherens junction organization	"fbgn0260934,fbgn0003392"
GO:0007030	0.585	1	0.45001	1	1	89	92	Golgi organization	fbgn0002914
GO:0003677	13.201	14	0.45008	1	14	765	945	DNA binding	"fbgn0039683,fbgn0015903,fbgn0030687,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0024321,fbgn0038704,fbgn0267791,fbgn0002914,fbgn0016694,fbgn0015524"
GO:0040040	0.562	1	0.45124	1	1	17	19	thermosensory behavior	fbgn0011582
GO:0007362	0.58	1	0.45225	1	1	25	27	terminal region determination	fbgn0003463
GO:0031982	2.471	3	0.45264	1	3	195	205	vesicle	"fbgn0024187,fbgn0016701,fbgn0003392"
GO:0001664	0.593	1	0.45408	1	1	49	52	G-protein coupled receptor binding	fbgn0014391
GO:0008293	0.586	1	0.45504	1	1	32	34	torso signaling pathway	fbgn0003463
GO:0009116	0.621	1	0.45552	1	1	135	141	nucleoside metabolic process	fbgn0014391
GO:0044297	2.469	3	0.45602	1	3	127	132	cell body	"fbgn0016701,fbgn0262579,fbgn0266098"
GO:0019538	18.202	19	0.45786	1	19	1945	2425	protein metabolic process	"fbgn0261786,fbgn0028382,fbgn0259110,fbgn0034202,fbgn0034218,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0260934,fbgn0034231,fbgn0034518,fbgn0266354,fbgn0038202,fbgn0034521,fbgn0263667,fbgn0262570,fbgn0052369,fbgn0029006"
GO:0006979	1.533	2	0.45823	1	2	123	129	response to oxidative stress	"fbgn0011761,fbgn0014391"
GO:0018990	0.574	1	0.45882	1	1	21	21	"ecdysis, chitin-based cuticle"	fbgn0263667
GO:0030496	0.578	1	0.45924	1	1	22	22	midbody	fbgn0263197
GO:0048499	0.521	1	0.45952	1	1	5	5	synaptic vesicle membrane organization	fbgn0003392
GO:0005230	0.596	1	0.46035	1	1	42	44	extracellular ligand-gated ion channel activity	fbgn0030707
GO:0004175	2.491	3	0.46036	1	3	364	396	endopeptidase activity	"fbgn0259110,fbgn0034518,fbgn0262570"
GO:0035265	0.594	1	0.46061	1	1	20	26	organ growth	fbgn0267791
GO:0019933	0.578	1	0.46096	1	1	18	19	cAMP-mediated signaling	fbgn0024150
GO:0005525	1.538	2	0.46129	1	2	152	161	GTP binding	"fbgn0016701,fbgn0003392"
GO:0042277	0.605	1	0.46158	1	1	63	68	peptide binding	fbgn0034205
GO:0009059	3.479	4	0.4635	1	4	532	967	macromolecule biosynthetic process	"fbgn0030687,fbgn0002914,fbgn0030662,fbgn0016694"
GO:0006091	0.617	1	0.46437	1	1	133	154	generation of precursor metabolites and energy	fbgn0034251
GO:0070491	0.598	1	0.46589	1	1	17	20	repressing transcription factor binding	fbgn0004795
GO:0048521	0.56	1	0.46606	1	1	13	14	negative regulation of behavior	fbgn0034540
GO:0016787	15.317	16	0.46688	1	16	1648	1764	hydrolase activity	"fbgn0038237,fbgn0259110,fbgn0263747,fbgn0016701,fbgn0053080,fbgn0038704,fbgn0034225,fbgn0035838,fbgn0030661,fbgn0034518,fbgn0266354,fbgn0038205,fbgn0034491,fbgn0262570,fbgn0027506,fbgn0003392"
GO:0045995	1.551	2	0.46858	1	2	82	90	regulation of embryonic development	"fbgn0001105,fbgn0260934"
GO:0071310	1.554	2	0.46867	1	2	91	101	cellular response to organic substance	"fbgn0011582,fbgn0263667"
GO:0022008	0.611	1	0.46874	1	1	28	29	neurogenesis	fbgn0004795
GO:0016328	0.607	1	0.47017	1	1	17	17	lateral plasma membrane	fbgn0263391
GO:0044463	5.473	6	0.47103	1	6	270	285	cell projection part	"fbgn0034566,fbgn0030715,fbgn0263113,fbgn0030706,fbgn0260934,fbgn0003392"
GO:0070727	3.517	4	0.4723	1	4	349	385	cellular macromolecule localization	"fbgn0034202,fbgn0034205,fbgn0260934,fbgn0003392"
GO:0022838	5.479	6	0.4726	1	6	237	247	substrate-specific channel activity	"fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034883,fbgn0034882,fbgn0034885"
GO:0045792	0.578	1	0.47431	1	1	21	21	negative regulation of cell size	fbgn0002914
GO:0003777	0.629	1	0.47464	1	1	43	48	microtubule motor activity	fbgn0038205
GO:0003924	1.579	2	0.47485	1	2	140	147	GTPase activity	"fbgn0016701,fbgn0003392"
GO:0008355	2.538	3	0.47507	1	3	60	89	olfactory learning	"fbgn0011582,fbgn0266098,fbgn0003392"
GO:0007431	0.628	1	0.47555	1	1	26	26	salivary gland development	fbgn0004795
GO:0048168	0.57	1	0.47738	1	1	11	11	regulation of neuronal synaptic plasticity	fbgn0003392
GO:0019005	0.635	1	0.47891	1	1	68	71	SCF ubiquitin ligase complex	fbgn0038202
GO:0016568	1.608	2	0.47906	1	2	248	268	chromatin modification	"fbgn0003862,fbgn0263667"
GO:1903047	2.571	3	0.47962	1	3	317	335	mitotic cell cycle process	"fbgn0002914,fbgn0034495,fbgn0003392"
GO:0032147	0.63	1	0.47967	1	1	32	35	activation of protein kinase activity	fbgn0024187
GO:0005929	0.648	1	0.48262	1	1	59	66	cilium	fbgn0034452
GO:0032273	0.634	1	0.48346	1	1	33	34	positive regulation of protein polymerization	fbgn0003392
GO:0070925	1.61	2	0.48382	1	2	176	186	organelle assembly	"fbgn0027329,fbgn0002914"
GO:0007126	0.637	1	0.48389	1	1	76	149	meiotic nuclear division	fbgn0011761
GO:0032561	1.606	2	0.48432	1	2	155	164	guanyl ribonucleotide binding	"fbgn0016701,fbgn0003392"
GO:0030534	4.556	5	0.48495	1	5	156	218	adult behavior	"fbgn0015903,fbgn0023076,fbgn0260938,fbgn0034521,fbgn0003435"
GO:0033301	0.599	1	0.48504	1	1	20	20	cell cycle comprising mitosis without cytokinesis	fbgn0003392
GO:0019902	0.643	1	0.48566	1	1	35	36	phosphatase binding	fbgn0003862
GO:0031625	0.647	1	0.48644	1	1	69	70	ubiquitin protein ligase binding	fbgn0034454
GO:1901657	0.678	1	0.48659	1	1	139	145	glycosyl compound metabolic process	fbgn0014391
GO:0019001	1.614	2	0.48722	1	2	156	165	guanyl nucleotide binding	"fbgn0016701,fbgn0003392"
GO:0044389	0.649	1	0.48741	1	1	70	71	ubiquitin-like protein ligase binding	fbgn0034454
GO:1901992	0.586	1	0.48793	1	1	19	20	positive regulation of mitotic cell cycle phase transition	fbgn0002914
GO:0055059	0.65	1	0.48854	1	1	32	32	asymmetric neuroblast division	fbgn0001105
GO:0042302	0.662	1	0.48951	1	1	130	143	structural constituent of cuticle	fbgn0034517
GO:0036445	0.652	1	0.4899	1	1	34	34	neuronal stem cell division	fbgn0001105
GO:0055057	0.652	1	0.4899	1	1	34	34	neuroblast division	fbgn0001105
GO:0016491	3.614	4	0.49084	1	4	567	617	oxidoreductase activity	"fbgn0011761,fbgn0034500,fbgn0034251,fbgn0065035"
GO:1901989	0.594	1	0.4919	1	1	21	22	positive regulation of cell cycle phase transition	fbgn0002914
GO:0061174	0.634	1	0.49192	1	1	17	17	type I terminal bouton	fbgn0260934
GO:0060281	0.632	1	0.49246	1	1	25	25	regulation of oocyte development	fbgn0260934
GO:1904580	0.632	1	0.49246	1	1	25	25	regulation of intracellular mRNA localization	fbgn0260934
GO:0007317	0.632	1	0.49246	1	1	25	25	regulation of pole plasm oskar mRNA localization	fbgn0260934
GO:0033218	0.665	1	0.49268	1	1	69	75	amide binding	fbgn0034205
GO:0044711	5.611	6	0.49494	1	6	654	695	single-organism biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0002914,fbgn0030662,fbgn0014391,fbgn0016694"
GO:0007319	0.596	1	0.49702	1	1	8	8	negative regulation of oskar mRNA translation	fbgn0015903
GO:0017016	1.645	2	0.49712	1	2	116	117	Ras GTPase binding	"fbgn0053180,fbgn0030699"
GO:0000910	0.673	1	0.49745	1	1	100	109	cytokinesis	fbgn0002914
GO:0006464	11.606	12	0.49784	1	12	1061	1117	cellular protein modification process	"fbgn0028382,fbgn0034202,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0260934,fbgn0034231,fbgn0034521,fbgn0263667,fbgn0052369,fbgn0029006"
GO:0036211	11.606	12	0.49784	1	12	1061	1117	protein modification process	"fbgn0028382,fbgn0034202,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0260934,fbgn0034231,fbgn0034521,fbgn0263667,fbgn0052369,fbgn0029006"
GO:0007188	1.642	2	0.49836	1	2	45	46	adenylate cyclase-modulating G-protein coupled receptor signaling pathway	"fbgn0024150,fbgn0011582"
GO:0055002	0.656	1	0.50083	1	1	15	15	striated muscle cell development	fbgn0003345
GO:0008150	122.365	123	0.5016	1	123	10945	13515	biological_process	"fbgn0261786,fbgn0001105,fbgn0039684,fbgn0039683,fbgn0038237,fbgn0034553,fbgn0028382,fbgn0037546,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0030699,fbgn0263219,fbgn0259110,fbgn0015903,fbgn0034566,fbgn0028372,fbgn0034202,fbgn0086604,fbgn0040726,fbgn0034205,fbgn0026076,fbgn0030687,fbgn0034452,fbgn0263747,fbgn0050411,fbgn0034454,fbgn0034456,fbgn0034455,fbgn0034457,fbgn0034218,fbgn0034459,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0040730,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0053080,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0030715,fbgn0263113,fbgn0011761,fbgn0030674,fbgn0283508,fbgn0034861,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0034869,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0030701,fbgn0260934,fbgn0034470,fbgn0034230,fbgn0260938,fbgn0034474,fbgn0030662,fbgn0034231,fbgn0030661,fbgn0030660,fbgn0034876,fbgn0034512,fbgn0034237,fbgn0034479,fbgn0034517,fbgn0027093,fbgn0028622,fbgn0034518,fbgn0265145,fbgn0266354,fbgn0020299,fbgn0265834,fbgn0262567,fbgn0264903,fbgn0038205,fbgn0262966,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0038202,fbgn0034885,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0034529,fbgn0263667,fbgn0262579,fbgn0034491,fbgn0034251,fbgn0034253,fbgn0034495,fbgn0034530,fbgn0262570,fbgn0262571,fbgn0065035,fbgn0266098,fbgn0262170,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0043536,fbgn0029006,fbgn0263391,fbgn0004364,fbgn0085412"
GO:0016319	2.644	3	0.502	1	3	71	92	mushroom body development	"fbgn0034230,fbgn0034521,fbgn0266098"
GO:0000280	0.674	1	0.50262	1	1	83	156	nuclear division	fbgn0011761
GO:0002064	2.646	3	0.50272	1	3	98	103	epithelial cell development	"fbgn0260934,fbgn0034237,fbgn0003392"
GO:0010033	3.656	4	0.50348	1	4	266	286	response to organic substance	"fbgn0024150,fbgn0034470,fbgn0011582,fbgn0263667"
GO:0005654	2.644	3	0.50366	1	3	150	158	nucleoplasm	"fbgn0265487,fbgn0034495,fbgn0003435"
GO:0016042	0.691	1	0.50385	1	1	150	156	lipid catabolic process	fbgn0034491
GO:0019899	5.661	6	0.50552	1	6	400	413	enzyme binding	"fbgn0053180,fbgn0024187,fbgn0030699,fbgn0034454,fbgn0003862,fbgn0052369"
GO:0031175	0.676	1	0.50564	1	1	23	25	neuron projection development	fbgn0263197
GO:0061025	0.688	1	0.50711	1	1	70	73	membrane fusion	fbgn0003392
GO:0035639	9.688	10	0.50729	1	10	749	793	purine ribonucleoside triphosphate binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0003392"
GO:0030703	0.665	1	0.50789	1	1	30	47	eggshell formation	fbgn0004364
GO:0043405	0.654	1	0.50797	1	1	20	22	regulation of MAP kinase activity	fbgn0024187
GO:0048737	0.673	1	0.50806	1	1	13	13	imaginal disc-derived appendage development	fbgn0003862
GO:0055001	0.672	1	0.50866	1	1	16	16	muscle cell development	fbgn0003345
GO:0031334	0.684	1	0.50867	1	1	49	51	positive regulation of protein complex assembly	fbgn0003392
GO:0032550	9.698	10	0.50877	1	10	750	794	purine ribonucleoside binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0003392"
GO:0005874	0.685	1	0.50906	1	1	73	78	microtubule	fbgn0038205
GO:0004553	0.7	1	0.51057	1	1	84	91	"hydrolase activity, hydrolyzing O-glycosyl compounds"	fbgn0053080
GO:0001883	9.711	10	0.51059	1	10	753	797	purine nucleoside binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0003392"
GO:0008595	0.67	1	0.51073	1	1	39	58	"anterior/posterior axis specification, embryo"	fbgn0003463
GO:0042594	1.691	2	0.51096	1	2	173	182	response to starvation	"fbgn0011582,fbgn0028956"
GO:0032549	9.716	10	0.51124	1	10	753	797	ribonucleoside binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0027083,fbgn0003392"
GO:0060811	0.688	1	0.51198	1	1	47	67	intracellular mRNA localization involved in anterior/posterior axis specification	fbgn0260934
